time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-01-05T01:04:19.560Z,4.4615,126.1336,122.27,5,mb,,91,2.649,0.9,us,us2000j0f3,2019-01-05T01:22:52.040Z,"127km SE of Sarangani, Philippines",earthquake,7.4,6.6,0.072,62,reviewed,us,us
2019-01-04T22:58:43.690Z,41.8581,-126.0612,10,4.1,mb,,192,1.412,0.72,us,us2000j0ej,2019-01-05T04:13:16.516Z,"148km W of Brookings, Oregon",earthquake,7.7,2,0.062,72,reviewed,us,us
2019-01-04T22:52:47.350Z,16.8489,-61.0629,31.59,4.4,mwr,,90,0.533,0.76,us,us2000j0eh,2019-01-05T01:23:10.990Z,"60km N of Grande Anse, Guadeloupe",earthquake,4.1,5.3,0.056,31,reviewed,us,us
2019-01-04T22:23:40.094Z,60.0467,-153.4609,155.5,3.8,ml,,,,0.73,ak,ak0196zdxr6,2019-01-05T09:11:25.371Z,"62km SW of Redoubt Volcano, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2019-01-04T22:18:56.620Z,-21.0141,-69.136,139.95,4.7,mb,,94,0.329,1.41,us,us2000j0e3,2019-01-04T22:33:30.040Z,"136km SE of Iquique, Chile",earthquake,5.8,6.7,0.275,4,reviewed,us,us
2019-01-04T21:49:33.180Z,19.2463,-67.3563,32,2.83,md,6,325,0.8165,0.26,pr,pr2019004011,2019-01-05T04:01:31.040Z,"84km NNW of San Antonio, Puerto Rico",earthquake,2.029,11.65,0.29,6,reviewed,pr,pr
2019-01-04T21:43:11.330Z,11.2897,-39.7617,10,4.9,mb,,68,17.434,0.75,us,us2000j0ds,2019-01-05T04:52:08.040Z,"North Atlantic Ocean",earthquake,6.8,1.8,0.099,32,reviewed,us,us
2019-01-04T19:27:38.680Z,40.1937,19.7243,12.84,4.8,mb,,35,0.483,1.26,us,us2000j0ch,2019-01-05T14:46:11.425Z,"10km N of Himare, Albania",earthquake,3.7,3.8,0.05,124,reviewed,us,us
2019-01-04T17:17:33.310Z,34.2576,45.6948,11.83,4.2,mb,,73,0.857,0.64,us,us2000j0bh,2019-01-06T14:09:04.692Z,"27km SW of Sarpol-e Zahab, Iran",earthquake,6.1,5.9,0.117,24,reviewed,us,us
2019-01-04T14:33:00.250Z,10.9556,-61.3498,35,4.6,ml,,85,1.207,1.22,us,us2000j0qg,2019-01-06T07:30:07.636Z,"34km NE of Petit Valley, Trinidad and Tobago",earthquake,4.5,2,0.077,22,reviewed,us,us
2019-01-04T14:01:55.960Z,33.0988333,-116.5238333,8.63,2.47,ml,100,18,0.06439,0.19,ci,ci38416320,2019-01-05T16:00:19.873Z,"8km ENE of Julian, CA",earthquake,0.12,0.37,0.15,26,reviewed,ci,ci
2019-01-04T13:27:22.109Z,54.3554,-161.6477,24.9,3.3,ml,,,,0.58,ak,ak0196u1ujc,2019-01-04T18:20:23.893Z,"115km SE of Cold Bay, Alaska",earthquake,,1.6,,,reviewed,ak,ak
2019-01-04T13:11:33.470Z,38.5886667,-112.2611667,-2.58,2.62,ml,26,66,0.09309,0.23,uu,uu60308897,2019-01-04T15:37:28.350Z,"13km WSW of Monroe, Utah",earthquake,0.34,1.03,0.129,11,reviewed,uu,uu
2019-01-04T12:48:14.410Z,26.2623,-110.6803,10,2.9,ml,,142,1.748,0.68,us,us2000j0qc,2019-01-06T07:02:26.040Z,"72km ENE of Loreto, Mexico",earthquake,7.5,2,0.128,8,reviewed,us,us
2019-01-04T12:33:05.950Z,26.3473,-110.8389,10,4.9,mb,,145,1.583,1.22,us,us2000j09h,2019-01-04T19:43:59.915Z,"62km NE of Loreto, Mexico",earthquake,7.5,1.9,0.053,112,reviewed,us,us
2019-01-04T10:27:57.550Z,19.2076,-67.7675,70,2.96,md,12,262,0.8722,0.59,pr,pr2019004007,2019-01-04T12:08:20.814Z,"96km NE of Punta Cana, Dominican Republic",earthquake,5.37,9,0.32,10,reviewed,pr,pr
2019-01-04T10:11:20.110Z,36.0539,71.7585,117.31,4.5,mb,,69,1.475,0.91,us,us2000j092,2019-01-04T10:43:00.040Z,"23km N of Chitral, Pakistan",earthquake,5.8,5.5,0.115,22,reviewed,us,us
2019-01-04T09:17:03.730Z,19.2033,-65.388,108,3.34,md,9,325,1.1569,0.55,pr,pr2019004004,2019-01-04T12:07:11.614Z,"98km NNE of Luquillo, Puerto Rico",earthquake,9.33,12.15,0.06,5,reviewed,pr,pr
2019-01-04T08:49:53.390Z,-2.8458,-76.3086,126.43,4.6,mb,,94,2.969,0.83,us,us2000j07n,2019-01-04T09:07:39.040Z,"209km ESE of Macas, Ecuador",earthquake,8.6,7.8,0.063,75,reviewed,us,us
2019-01-04T08:40:14.440Z,19.1188,-67.8475,56,2.91,md,7,265,0.8068,0.18,pr,pr2019004009,2019-01-06T09:37:40.040Z,"84km NE of Punta Cana, Dominican Republic",earthquake,2.17,6.19,0.22,5,reviewed,pr,pr
2019-01-04T08:31:05.239Z,59.1007,-138.2629,0,2.5,ml,,,,0.84,ak,ak0196r3if1,2019-01-04T08:36:15.483Z,"97km ESE of Yakutat, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-01-04T07:29:37.450Z,42.679,-111.2051,8.09,2.5,ml,,59,0.115,0.39,us,us2000j0aa,2019-01-06T09:35:29.040Z,"22km WSW of Afton, Wyoming",earthquake,1.8,1.7,0.066,30,reviewed,us,us
2019-01-04T06:49:23.370Z,54.9099,164.8229,10,4.4,mb,,170,4.106,0.49,us,us2000j07a,2019-01-04T07:06:28.040Z,"81km WSW of Nikol'skoye, Russia",earthquake,13.6,2,0.101,28,reviewed,us,us
2019-01-04T06:22:44.590Z,-6.5098,130.3935,117.72,5.6,mww,,29,1.716,0.77,us,us2000j076,2019-01-04T22:31:00.290Z,"189km NNW of Saumlaki, Indonesia",earthquake,5.7,5.7,0.071,19,reviewed,us,us
2019-01-04T06:19:48.130Z,52.3575,-173.2549,92.99,3.4,ml,,178,0.599,0.56,us,us2000j0bv,2019-01-06T09:32:16.040Z,"66km ENE of Atka, Alaska",earthquake,8.9,11.2,,,reviewed,us,ak
2019-01-04T04:37:53.828Z,55.2318,-157.8872,28.4,3.4,ml,,,,0.33,ak,ak0196or5yo,2019-01-05T18:48:24.613Z,"116km ENE of Chernabura Island, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2019-01-04T03:50:47.390Z,-28.9553,-178.3101,203.13,4.8,mb,,81,0.441,0.96,us,us2000j06i,2019-01-04T23:54:41.040Z,"52km NW of Raoul Island, New Zealand",earthquake,14.6,5.2,0.104,31,reviewed,us,us
2019-01-04T03:08:03.630Z,17.9333,-68.3008,60,2.75,md,14,222,0.5862,0.53,pr,pr2019004001,2019-01-04T22:23:36.040Z,"61km SE of Boca de Yuma, Dominican Republic",earthquake,4.26,5.84,0.35,14,reviewed,pr,pr
2019-01-04T02:30:34.980Z,13.6312,-90.752,35,4,mb,,178,1.275,1.43,us,us2000j06y,2019-01-05T11:40:27.770Z,"33km SSE of Puerto San Jose, Guatemala",earthquake,4.2,2,0.183,8,reviewed,us,us
2019-01-04T02:27:04.866Z,56.4181,-159.0868,133.5,2.7,ml,,,,0.36,ak,ak0196ni2lt,2019-01-04T22:16:31.040Z,"27km NW of Chignik Lake, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2019-01-04T01:16:47.400Z,19.0271,-64.2701,91,3.16,md,6,345,1.8098,0.19,pr,pr2019004000,2019-01-04T22:11:32.040Z,"82km NE of Road Town, British Virgin Islands",earthquake,5.48,9.3,0.36,6,reviewed,pr,pr
2019-01-04T00:27:43.547Z,69.6037,-144.2652,6.3,2.7,ml,,,,0.86,ak,ak0196mb9o2,2019-01-04T00:42:59.040Z,"63km SSW of Kaktovik, Alaska",earthquake,,3.7,,,automatic,ak,ak
2019-01-03T23:35:22.280Z,18.2166,-68.6628,77,2.72,md,9,212,1.5673,0.43,pr,pr2019003008,2019-01-05T03:57:21.040Z,"54km SSW of Boca de Yuma, Dominican Republic",earthquake,6.24,4.3,0.24,9,reviewed,pr,pr
2019-01-03T22:59:21.850Z,22.9,121.1959,5.78,4.4,mb,,102,0.134,0.88,us,us2000j05k,2019-01-05T04:50:11.040Z,"16km NNE of Taitung City, Taiwan",earthquake,3.3,5.2,0.103,27,reviewed,us,us
2019-01-03T22:44:26.810Z,19.4416667,-155.6106667,-0.77,2.47,ml,39,108,0.01258,0.12,hv,hv70755941,2019-01-05T03:49:04.040Z,"26km E of Honaunau-Napoopoo, Hawaii",earthquake,0.2,0.3,0.102,30,reviewed,hv,hv
2019-01-03T21:35:15.350Z,54.8864,164.6918,10,5.4,mb,,69,4.027,0.67,us,us2000j04m,2019-01-05T04:43:06.040Z,"89km WSW of Nikol'skoye, Russia",earthquake,7.7,1.8,0.024,582,reviewed,us,us
2019-01-03T21:34:16.850Z,50.1042,-176.7506,29,2.6,ml,,268,1.768,1.01,us,us2000j05j,2019-01-05T03:41:56.040Z,"197km S of Adak, Alaska",earthquake,7.9,15.6,,,reviewed,us,ak
2019-01-03T21:11:51.720Z,-5.6193,-76.9012,43.68,4.9,mb,,139,3.915,0.59,us,us2000j04a,2019-01-05T04:21:43.004Z,"48km N of Moyobamba, Peru",earthquake,8.9,8.4,0.043,167,reviewed,us,us
2019-01-03T20:59:02.640Z,2.3672,127.2966,58.38,4.8,mww,,104,1.586,0.67,us,us2000j048,2019-01-03T21:49:19.040Z,"106km NW of Tobelo, Indonesia",earthquake,7.8,7.1,0.073,18,reviewed,us,us
2019-01-03T20:55:26.715Z,61.8845,-147.324,39.7,3.6,ml,,,,0.55,ak,ak0195aujzk,2019-01-03T21:55:49.040Z,"81km E of Sutton-Alpine, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-01-03T20:51:38.562Z,61.3543,-150.1317,19.8,2.6,ml,,,,0.82,ak,ak0195atq3v,2019-01-04T04:54:12.945Z,"17km SSW of Big Lake, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-01-03T20:46:15.010Z,48.8169,153.7906,80.65,5.3,mb,,48,5.213,1.12,us,us2000j03t,2019-01-03T21:42:37.040Z,"266km SW of Severo-Kuril'sk, Russia",earthquake,9.4,4.1,0.031,339,reviewed,us,us
2019-01-03T20:07:17.990Z,54.9088,165.5045,10,4.3,mb,,167,4.466,0.52,us,us2000j03q,2019-01-03T21:21:56.040Z,"44km SW of Nikol'skoye, Russia",earthquake,7.7,2,0.104,26,reviewed,us,us
2019-01-03T18:51:38.086Z,58.5616,-154.1122,85.8,4.2,ml,,,,0.45,ak,ak01959muqd,2019-01-03T19:13:27.786Z,"114km N of Larsen Bay, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-01-03T18:20:50.160Z,62.2256,-152.0532,103.8,2.8,ml,,,,0.61,ak,ak01959g8gl,2019-01-03T19:17:20.040Z,"101km W of Talkeetna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-01-03T18:02:50.070Z,22.9222,121.0489,10,4.8,mb,,110,0.52,0.79,us,us2000j02k,2019-01-03T18:53:44.040Z,"20km NNW of Taitung City, Taiwan",earthquake,5,0.8,0.066,72,reviewed,us,us
2019-01-03T17:57:46.300Z,53.4018,159.6844,68.19,5,mb,,114,0.728,0.75,us,us2000j02g,2019-01-03T18:51:14.965Z,"79km ENE of Petropavlovsk-Kamchatskiy, Russia",earthquake,9.2,5.3,0.034,274,reviewed,us,us
2019-01-03T17:56:42.290Z,55.0294,164.661,10,4.3,mb,,165,4.074,0.46,us,us2000j02v,2019-01-03T19:43:53.040Z,"86km WSW of Nikol'skoye, Russia",earthquake,9.4,1.9,0.086,38,reviewed,us,us
2019-01-03T16:42:18.930Z,-10.6358,108.5179,8.18,4.5,mb,,83,2.822,0.87,us,us2000j024,2019-01-04T17:48:40.645Z,"South of Java, Indonesia",earthquake,6.8,4.2,0.096,36,reviewed,us,us
2019-01-03T15:34:35.800Z,25.3443,124.1233,126.42,4.7,mb,,68,1.335,0.9,us,us2000j01x,2019-01-04T17:44:06.040Z,"110km N of Ishigaki, Japan",earthquake,7.7,5.9,0.051,118,reviewed,us,us
2019-01-03T15:22:56.952Z,61.3127,-149.9198,44.9,3.6,ml,,,,0.51,ak,ak01957odna,2019-01-04T17:37:48.040Z,"10km N of Anchorage, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2019-01-03T15:01:40.919Z,61.4474,-149.9798,34.1,2.5,ml,,,,0.78,ak,ak01957juen,2019-01-04T17:34:58.040Z,"8km S of Big Lake, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-01-03T13:06:28.438Z,62.4531,-152.5691,161.2,2.6,ml,,,,0.66,ak,ak01956e12w,2019-01-03T13:19:39.096Z,"128km W of Talkeetna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-01-03T12:47:42.810Z,-59.7702,-26.6497,133.43,5.4,mb,,87,7.679,1.08,us,us2000j01b,2019-01-03T13:02:03.040Z,"82km S of Bristol Island, South Sandwich Islands",earthquake,12,7.3,0.066,79,reviewed,us,us
2019-01-03T11:07:14.350Z,50.5547,-65.3156,15.78,2.9,ml,,113,1.63,0.61,us,us2000j072,2019-01-05T14:07:20.804Z,"85km ENE of Sept-Iles, Canada",earthquake,6.3,7.2,0.091,16,reviewed,us,us
2019-01-03T09:10:28.000Z,32.9699,130.4686,10,4.7,mb,,100,0.376,0.63,us,us2000j00n,2019-01-04T09:20:56.813Z,"7km SSE of Omuta, Japan",earthquake,7.7,1.9,0.099,31,reviewed,us,us
2019-01-03T07:59:33.770Z,18.621,-64.0368,119,3.03,md,8,339,1.8743,0.21,pr,pr2019003004,2019-01-06T09:29:12.040Z,"84km ENE of Road Town, British Virgin Islands",earthquake,5.79,6.17,0.35,7,reviewed,pr,pr
2019-01-03T07:42:26.620Z,-9.3194,109.5839,10,4.4,mb,,91,1.678,0.72,us,us2000j00l,2019-01-03T09:12:21.040Z,"169km SSW of Bambanglipuro, Indonesia",earthquake,8,1.9,0.13,17,reviewed,us,us
2019-01-03T06:31:24.215Z,62.2209,-150.1401,1.1,2.9,ml,,,,0.84,ak,ak01952dc93,2019-01-03T07:32:14.888Z,"11km S of Talkeetna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-01-03T06:09:09.370Z,31.6191,-104.3119,5,2.7,ml,,65,0.394,0.5,us,us2000j006,2019-01-03T15:18:32.691Z,"68km W of Mentone, Texas",earthquake,4.3,2,0.097,20,reviewed,us,us
2019-01-03T05:33:38.275Z,70.2754,-144.4904,55.7,3.5,ml,,,,0.58,ak,ak01951sd3u,2019-01-03T17:26:16.495Z,"34km WNW of Kaktovik, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-01-03T05:07:11.510Z,-45.0103,166.6939,10,4.1,mb,,125,0.558,1.07,us,us2000izzu,2019-01-03T05:44:11.040Z,"92km WNW of Te Anau, New Zealand",earthquake,3.5,1.9,0.301,3,reviewed,us,us
2019-01-03T04:49:18.560Z,-11.5095,118.1787,38.08,4.6,mb,,96,6.233,0.86,us,us2000izzq,2019-01-03T05:07:12.040Z,"224km SSW of Panenggoede, Indonesia",earthquake,8.5,10.4,0.122,20,reviewed,us,us
2019-01-03T04:45:45.208Z,62.3986,-152.3139,123.8,2.5,ml,,,,0.57,ak,ak019519ih0,2019-01-03T04:52:36.217Z,"114km W of Talkeetna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-01-03T04:34:16.540Z,19.0233,-66.8126,50,2.9,md,7,310,0.6792,0.15,pr,pr2019003003,2019-01-03T07:30:04.331Z,"59km N of Hatillo, Puerto Rico",earthquake,1.69,3.79,0.13,6,reviewed,pr,pr
2019-01-03T04:21:24.880Z,-3.8685,127.7607,53.66,4.7,mb,,83,4.578,0.89,us,us2000izzc,2019-01-03T04:31:52.040Z,"45km WSW of Amahusu, Indonesia",earthquake,7.5,11.7,0.12,21,reviewed,us,us
2019-01-03T04:12:32.400Z,61.3452,-150.1214,26,2.5,ml,,,,0.7,ak,ak019512f08,2019-01-03T06:06:36.296Z,"18km NW of Anchorage, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-01-03T03:32:13.770Z,33.4996667,-116.8078333,2.57,3.1,ml,126,18,0.01413,0.23,ci,ci38414776,2019-01-04T21:11:03.262Z,"8km NE of Aguanga, CA",earthquake,0.1,0.28,0.147,259,reviewed,ci,ci
2019-01-03T03:25:50.610Z,-47.9453,165.4839,14.77,4.7,mb,,131,2.658,0.88,us,us2000izyx,2019-01-03T03:50:29.040Z,"261km SW of Riverton, New Zealand",earthquake,11.7,5.7,0.174,10,reviewed,us,us
2019-01-03T02:14:54.857Z,61.4731,-149.9969,21.4,3.3,ml,,,,0.89,ak,ak0194zw0zn,2019-01-04T02:17:07.793Z,"5km SSW of Big Lake, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-01-03T02:13:11.247Z,61.4678,-149.9694,19,2.6,ml,,,,0.73,ak,ak0194zvpx4,2019-01-03T10:15:46.364Z,"6km S of Big Lake, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-01-03T01:56:34.310Z,61.014,-150.2558,8.3,3.4,ml,,,,0.8,ak,ak0194zjjtd,2019-01-04T01:58:47.584Z,"19km WSW of Anchorage, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-01-03T01:08:48.248Z,61.296,-149.8906,27.7,2.6,ml,,,,0.87,ak,ak0194z9aje,2019-01-03T02:28:02.881Z,"8km N of Anchorage, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-01-03T00:59:00.463Z,60.0693,-152.9343,109.4,2.5,ml,,,,0.35,ak,ak0194yyory,2019-01-03T01:13:48.962Z,"47km SSW of Redoubt Volcano, Alaska",earthquake,,0.9,,,automatic,ak,ak
2019-01-03T00:48:08.550Z,28.261,104.9842,10,5.2,mb,,35,6.974,0.59,us,us2000izyd,2019-01-03T10:29:49.455Z,"24km WSW of Zhongcheng, China",earthquake,3.5,1.9,0.05,134,reviewed,us,us
2019-01-03T00:43:40.170Z,19.118,-64.263,71,3.51,md,8,345,1.862,0.29,pr,pr2019003002,2019-01-03T04:25:45.925Z,"86km NNE of Road Town, British Virgin Islands",earthquake,6.21,17.82,0.15,7,reviewed,pr,pr
2019-01-03T00:34:21.630Z,18.9793,-68.247,106,2.95,md,6,208,1.4967,0.29,pr,pr2019003001,2019-01-03T04:21:54.269Z,"47km NNE of Punta Cana, Dominican Republic",earthquake,5.22,3.6,0.34,6,reviewed,pr,pr
2019-01-03T00:29:48.890Z,-19.3775,-63.9384,602.09,4.3,mb,,22,4.965,0.52,us,us2000izya,2019-01-03T00:44:01.040Z,"38km ESE of Padilla, Bolivia",earthquake,8,7.2,0.116,21,reviewed,us,us
2019-01-03T00:04:09.610Z,18.0693,-68.9171,101,3.92,md,23,201,0.6962,0.64,pr,pr2019003000,2019-01-03T00:27:48.114Z,"11km NE of La Romana, Dominican Republic",earthquake,5.91,4.16,0.35,17,reviewed,pr,pr
2019-01-03T00:03:08.010Z,-55.765,-26.9926,10,5.1,mb,,81,5.66,0.86,us,us2000izy7,2019-01-03T00:22:05.040Z,"104km N of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,10.9,1.9,0.093,38,reviewed,us,us
2019-01-02T23:29:07.510Z,19.0833,-66.8636,24,2.78,md,7,323,0.6637,0.37,pr,pr2019002012,2019-01-03T04:20:39.605Z,"66km NNE of Isabela, Puerto Rico",earthquake,2.23,22.38,0.1,7,reviewed,pr,pr
2019-01-02T20:30:02.910Z,53.6037,159.1503,19.99,4.1,mb,,159,0.654,0.33,us,us2000izxc,2019-01-02T22:08:32.040Z,"69km NE of Yelizovo, Russia",earthquake,10.7,7.5,0.214,8,reviewed,us,us
2019-01-02T20:06:28.620Z,35.8429985,-120.3945007,6.26,2.87,md,55,78,0.03522,0.08,nc,nc73129456,2019-01-04T16:49:14.052Z,"7km SSE of Parkfield, CA",earthquake,0.17,0.3,0.14,53,automatic,nc,nc
2019-01-02T20:03:24.349Z,61.395,-150.1224,20.1,3,ml,,,,1.06,ak,ak0193n0256,2019-01-03T20:05:36.264Z,"16km SSW of Big Lake, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-01-02T15:47:03.600Z,38.5778333,-112.2591667,7.36,2.91,ml,29,63,0.08264,0.27,uu,uu60308782,2019-01-05T21:13:27.010Z,"13km WSW of Monroe, Utah",earthquake,0.38,0.8,0.151,17,reviewed,uu,uu
2019-01-02T15:39:32.120Z,28.102,54.2034,10,4.3,mb,,62,3.618,0.92,us,us2000izui,2019-01-02T22:11:21.040Z,"48km NNW of Lar, Iran",earthquake,7,1.9,0.091,34,reviewed,us,us
2019-01-02T15:16:03.536Z,61.29,-149.9483,35.4,4.2,ml,,,,0.88,ak,ak0193k3hc7,2019-01-03T18:59:26.616Z,"9km NNW of Anchorage, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-01-02T14:26:06.620Z,-9.6038,117.9874,60.02,4.9,mb,,87,3.952,0.91,us,us2000izub,2019-01-02T21:10:06.625Z,"89km S of Boal Atas, Indonesia",earthquake,8.3,6.7,0.104,29,reviewed,us,us
2019-01-02T13:40:23.730Z,-6.5049,103.6054,34.42,5,mb,,83,2.226,0.77,us,us2000izty,2019-01-02T13:56:29.040Z,"138km SSW of Biha, Indonesia",earthquake,7.4,5.5,0.077,54,reviewed,us,us
2019-01-02T13:36:01.230Z,5.5574,126.349,55.54,4.6,mb,,152,1.686,0.68,us,us2000iztz,2019-01-02T14:00:32.040Z,"87km ESE of Caburan, Philippines",earthquake,9.5,9.1,0.119,21,reviewed,us,us
2019-01-02T13:03:08.160Z,54.7969,164.6045,10,4.5,mb,,163,3.944,0.51,us,us2000iztm,2019-01-02T13:17:49.040Z,"99km WSW of Nikol'skoye, Russia",earthquake,10,1.9,0.109,25,reviewed,us,us
2019-01-02T11:15:31.332Z,61.4919,-150.0419,20.4,3,ml,,,,0.91,ak,ak0193hpquq,2019-01-03T11:18:59.817Z,"5km SW of Big Lake, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-01-02T11:12:15.241Z,61.5319,-149.9676,29.7,3.1,ml,,,,0.61,ak,ak0193hp2cu,2019-01-03T11:14:40.261Z,"4km SW of Big Lake, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-01-02T11:04:02.110Z,19.1483,-65.4891,39,2.66,md,5,328,1.2495,0.16,pr,pr2019002011,2019-01-02T16:31:59.524Z,"87km NNE of Vieques, Puerto Rico",earthquake,1.9,11.55,0.41,4,reviewed,pr,pr
2019-01-02T09:36:16.090Z,18.9221,-65.6495,49,3.21,md,13,301,0.8051,0.36,pr,pr2019002010,2019-01-02T11:37:42.884Z,"58km NNE of Vieques, Puerto Rico",earthquake,3.19,8.31,0.26,11,reviewed,pr,pr
2019-01-02T08:48:04.697Z,61.9074,-150.9022,62.2,2.6,ml,,,,0.45,ak,ak0193g4giu,2019-01-02T09:03:59.539Z,"48km WNW of Willow, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-01-02T07:59:51.340Z,-2.1004,138.9693,46.76,5,mb,,108,6.763,0.77,us,us2000izsn,2019-01-04T00:45:22.154Z,"188km WNW of Abepura, Indonesia",earthquake,8.9,5.8,0.093,37,reviewed,us,us
2019-01-02T07:57:29.890Z,29.4174,51.3666,10,4.8,mb,,69,6.196,1.2,us,us2000izsm,2019-01-02T14:41:55.870Z,"22km NE of Borazjan, Iran",earthquake,7.4,1.9,0.065,74,reviewed,us,us
2019-01-02T07:40:20.200Z,18.8445,-68.5081,50,3.07,md,8,306,0.354,0.51,pr,pr2019002009,2019-01-02T11:37:09.340Z,"26km NE of Otra Banda, Dominican Republic",earthquake,6.71,4.88,0.27,7,reviewed,pr,pr
2019-01-02T07:13:10.114Z,61.3712,-149.9968,20.2,2.7,ml,,,,0.92,ak,ak0193fbjbl,2019-01-02T07:30:49.654Z,"16km S of Big Lake, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-01-02T06:48:43.493Z,58.3506,-153.2009,62.1,4.8,ml,,,,0.58,ak,ak0193exoam,2019-01-07T07:57:23.012Z,"74km NNW of Kodiak Station, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2019-01-02T06:40:31.910Z,36.0975,-97.8831,5,2.6,mb_lg,,42,0.166,0.21,us,us2000izs5,2019-01-05T07:05:28.001Z,"1km SE of Hennessey, Oklahoma",earthquake,1,1.9,0.104,24,reviewed,us,us
2019-01-02T06:37:09.986Z,62.6335,-152.1721,0,2.6,ml,,,,0.98,ak,ak0193ev8x4,2019-01-02T14:39:41.069Z,"111km WNW of Talkeetna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-01-02T06:09:14.540Z,18.9113,-68.7376,13,2.93,md,16,206,0.5337,0.46,pr,pr2019002008,2019-01-02T09:57:35.153Z,"29km NNW of Otra Banda, Dominican Republic",earthquake,2.15,2.37,0.47,12,reviewed,pr,pr
2019-01-02T06:03:14.960Z,19.311,-64.9981,37,3.09,md,12,334,1.4457,0.2,pr,pr2019002007,2019-01-02T08:38:00.853Z,"106km NNW of Road Town, British Virgin Islands",earthquake,1.74,13.2,0.43,11,reviewed,pr,pr
2019-01-02T04:28:37.200Z,18.4403,-66.1853,84,2.78,md,13,215,0.3331,0.26,pr,pr2019002005,2019-01-02T08:36:28.166Z,"1km SSW of Levittown, Puerto Rico",earthquake,1.73,1.09,0.23,12,reviewed,pr,pr
2019-01-02T03:50:42.635Z,62.2694,-150.9361,70.3,2.6,ml,,,,0.48,ak,ak0193d5sug,2019-01-02T06:13:22.040Z,"43km W of Talkeetna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-01-02T03:49:11.160Z,15.6562,-94.5233,35,4.1,mb,,204,2.378,1.08,us,us2000izrt,2019-01-02T06:11:16.040Z,"65km SSE of San Francisco del Mar, Mexico",earthquake,4.2,2,0.098,28,reviewed,us,us
2019-01-02T03:12:54.880Z,42.5127,104.3937,10,5,mb,,59,5.506,0.71,us,us2000izrq,2019-01-02T20:07:26.197Z,"71km WSW of Sangiyn Dalay, Mongolia",earthquake,9.7,1.9,0.05,128,reviewed,us,us
2019-01-02T02:50:16.631Z,61.3905,-149.9165,17.6,3.3,ml,,,,0.81,ak,ak0193ckbcx,2019-01-03T02:52:26.254Z,"7km SE of Big Lake, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-01-02T01:46:04.070Z,19.3331667,-155.1338333,3.19,2.55,ml,30,115,0.04727,0.11,hv,hv70754306,2019-01-02T21:51:21.040Z,"15km SE of Volcano, Hawaii",earthquake,0.32,0.93,0.165,33,reviewed,hv,hv
2019-01-02T01:40:46.170Z,36.4507,-96.8813,5.4,3.2,ml,,73,,0.23,us,us2000izra,2019-01-06T05:40:32.979Z,"14km NNW of Pawnee, Oklahoma",earthquake,1.4,2.7,0.223,23,reviewed,ok,ok
2019-01-02T01:22:45.320Z,18.8945,-64.7678,42,3.09,md,5,344,1.3171,0.47,pr,pr2019002001,2019-01-02T21:46:28.040Z,"52km N of Road Town, British Virgin Islands",earthquake,7.43,27.4,0.18,4,reviewed,pr,pr
2019-01-02T00:41:36.180Z,36.3699989,-121.4905014,7.72,2.81,md,59,117,0.05257,0.12,nc,nc73129231,2019-01-03T11:04:25.761Z,"16km SSW of Gonzales, CA",earthquake,0.27,0.58,0.14,60,automatic,nc,nc
2019-01-01T23:46:04.080Z,36.8110008,-121.5358353,4.61,2.57,md,40,45,0.0309,0.08,nc,nc73129226,2019-01-07T01:40:20.462Z,"4km S of San Juan Bautista, CA",earthquake,0.18,0.3,0.13,42,automatic,nc,nc
