time,latitude,longitude,depth,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magNst,status,locationSource,magSource
,-18.02416,-79.03142,,,,,,,,,,,,,,,,,
,-18.0175,-79.03237,,,,,,,,,,,,,,,,,
,-18.59121,-79.80046,,,,,,,,,,,,,,,,,
,-18.62328,-79.83701,,,,,,,,,,,,,,,,,
,-18.69108,-79.73897,,,,,,,,,,,,,,,,,
,-18.01444,-79.87986,,,,,,,,,,,,,,,,,
,-18.06195,-79.85401,,,,,,,,,,,,,,,,,
,-18.16553,-79.30574,,,,,,,,,,,,,,,,,
,-18.10867,-79.7172,,,,,,,,,,,,,,,,,
,-18.64218,-79.82388,,,,,,,,,,,,,,,,,
,-18.6303,-79.83415,,,,,,,,,,,,,,,,,
,-18.72814,-79.86164,,,,,,,,,,,,,,,,,
,-18.07968,-79.81115,,,,,,,,,,,,,,,,,
,-18.01593,-79.87672,,,,,,,,,,,,,,,,,
,-18.59818,-79.79467,,,,,,,,,,,,,,,,,
,-18.72034,-79.76346,,,,,,,,,,,,,,,,,
,-18.69953,-79.78328,,,,,,,,,,,,,,,,,
,-18.73973,-79.7051,,,,,,,,,,,,,,,,,
,-18.70732,-79.71983,,,,,,,,,,,,,,,,,
,-18.05538,-79.82977,,,,,,,,,,,,,,,,,
,-18.01974,-79.87092,,,,,,,,,,,,,,,,,
,-18.21253,-79.28622,,,,,,,,,,,,,,,,,
,-18.0088,-79.03571,,,,,,,,,,,,,,,,,
,-18.08633,-79.80209,,,,,,,,,,,,,,,,,
,-18.0833,-79.80582,,,,,,,,,,,,,,,,,
,-18.01171,-79.88227,,,,,,,,,,,,,,,,,
,-18.71561,-79.76802,,,,,,,,,,,,,,,,,
,-18.71417,-79.77017,,,,,,,,,,,,,,,,,
,-18.78675,-79.70712,,,,,,,,,,,,,,,,,
,-18.07643,-79.81497,,,,,,,,,,,,,,,,,
,-18.04196,-79.86252,,,,,,,,,,,,,,,,,
,-18.1584,-79.23109,,,,,,,,,,,,,,,,,
,-18.14426,-79.75512,,,,,,,,,,,,,,,,,
,-17.99247,-79.91882,,,,,,,,,,,,,,,,,
,-18.06524,-79.39073,,,,,,,,,,,,,,,,,
,-18.10387,-79.71873,,,,,,,,,,,,,,,,,
,-18.70109,-79.72303,,,,,,,,,,,,,,,,,
,-18.00698,-79.89642,,,,,,,,,,,,,,,,,
,-18.21588,-79.28054,,,,,,,,,,,,,,,,,
,-18.05753,-79.85623,,,,,,,,,,,,,,,,,
,-18.12323,-79.71662,,,,,,,,,,,,,,,,,
,-18.16189,-79.30705,,,,,,,,,,,,,,,,,
,-18.40531,-79.82805,,,,,,,,,,,,,,,,,
,-19.05263,-79.88999,,,,,,,,,,,,,,,,,
,-19.58538,-77.71902,,,,,,,,,,,,,,,,,
,-18.42217,-79.82201,,,,,,,,,,,,,,,,,
,-18.79869,-79.63413,,,,,,,,,,,,,,,,,
,-18.72556,-79.86387,,,,,,,,,,,,,,,,,
,-17.98349,-79.77806,,,,,,,,,,,,,,,,,
,-19.00089,-79.99185,,,,,,,,,,,,,,,,,
,-18.99712,-79.99877,,,,,,,,,,,,,,,,,
,-18.23262,-79.1907,,,,,,,,,,,,,,,,,
,-19.33755,-77.93946,,,,,,,,,,,,,,,,,
,-18.12663,-79.74845,,,,,,,,,,,,,,,,,
,-17.98585,-79.90945,,,,,,,,,,,,,,,,,
,-18.69796,-79.76208,,,,,,,,,,,,,,,,,
,-17.72612,-79.84407,,,,,,,,,,,,,,,,,
,-17.69412,-79.92244,,,,,,,,,,,,,,,,,
,-17.93437,-79.87614,,,,,,,,,,,,,,,,,
,-17.93282,-79.87716,,,,,,,,,,,,,,,,,
,-18.70461,-79.75865,,,,,,,,,,,,,,,,,
,-19.00033,-79.99397,,,,,,,,,,,,,,,,,
,-17.69835,-79.91127,,,,,,,,,,,,,,,,,
,-17.9612,-79.75885,,,,,,,,,,,,,,,,,
