latitude;longitude;altitude
0.24916;-106.39241;0
0.47018;-105.52796;0
0.47228;-105.52688;0
0.47424;-106.02042;0
-0.85236;-109.5992;0
-1.22554;-111.06176;0
-1.57438;-111.94157;0
-1.5657;-112.0313;0
-1.56309;-112.03016;0
-1.56107;-112.02923;0
-1.55675;-112.03057;0
-1.55428;-112.03222;0
-1.54864;-112.03678;0
-1.54375;-112.04294;0
-1.41014;-110.60718;0
-1.41685;-110.60539;0
-1.42839;-110.60271;0
-1.43095;-110.60079;0
-1.43818;-110.5958;0
-0.94394;-113.48883;0
-1.24298;-112.16395;0
-1.2431;-112.16494;0
-1.24781;-112.16476;0
-1.04116;-112.13723;0
-0.94378;-112.24192;0
-2.01254;-108.8989;0
-2.05552;-108.87732;0
0.17486;-104.47262;0
0.15473;-104.47212;0
0.12271;-104.65801;0
0.46702;-105.83446;0
0.46895;-105.83889;0
0.4773;-105.85068;0
0.25079;-106.39584;0
0.46564;-106.19673;0
0.4606;-106.19139;0
0.50206;-106.05321;0
0.46449;-106.01143;0
0.46579;-106.01365;0
0.47706;-106.02265;0
-0.02649;-107.68198;0
-0.90142;-109.59055;0
-1.01643;-110.78798;0
-0.99863;-110.78418;0
-0.91149;-110.78592;0
-1.3914;-111.79341;0
-1.38353;-111.79055;0
-1.34151;-111.7796;0
-1.57837;-111.93941;0
-1.57174;-112.03738;0
-1.56011;-112.02894;0
-1.54585;-112.04077;0
-1.39438;-110.65172;0
-1.42127;-110.60492;0
-1.44584;-110.59467;0
-1.24231;-112.16537;0
-1.24594;-112.16669;0
-1.04034;-112.14051;0
-1.04553;-112.12612;0
-1.04936;-112.1267;0
-0.95186;-112.21245;0
-0.96025;-112.16532;0
-1.67757;-110.40627;0
-2.02698;-108.88881;0
-1.7121;-110.01463;0
-1.71392;-110.02749;0
0.19305;-104.46444;0
0.18882;-104.46499;0
0.18141;-104.46495;0
0.17571;-104.46528;0
0.16443;-104.46839;0
0.15866;-104.47037;0
0.14772;-104.47467;0
0.05771;-104.39843;0
0.11705;-104.65919;0
0.11221;-104.53803;0
0.46479;-105.83119;0
0.47944;-105.8585;0
0.46972;-106.01713;0
-0.87401;-109.59326;0
-0.8624;-109.60156;0
-0.84195;-109.59231;0
-0.92048;-110.78554;0
-1.01126;-110.82179;0
-1.29827;-111.77737;0
-1.5717;-111.93921;0
-1.54048;-112.04423;0
-1.39366;-110.64074;0
-1.39375;-110.63478;0
-1.39554;-110.62589;0
-1.44269;-110.59511;0
-1.09073;-113.18076;0
-0.9554;-113.48959;0
-1.03947;-112.14332;0
-1.04313;-112.12654;0
-1.05299;-112.12817;0
-1.00507;-112.24736;0
-0.94306;-112.24696;0
-0.95263;-112.1722;0
-0.96307;-112.16296;0
-1.65329;-110.40801;0
-1.65883;-110.40814;0
-1.67301;-110.40744;0
-1.69838;-110.26839;0
-2.03185;-108.88707;0
-2.03672;-108.88519;0
-1.84508;-108.76788;0
-1.86108;-108.7405;0
-1.86973;-108.72811;0
-1.71181;-110.00844;0
0.16964;-104.46697;0
0.0522;-104.3985;0
0.13414;-104.65779;0
0.12897;-104.65732;0
0.08512;-104.66376;0
0.12751;-104.47377;0
0.12177;-104.50271;0
0.46905;-105.52457;0
-0.02112;-107.69452;0
-1.00968;-110.78543;0
-0.97086;-110.77839;0
-0.93952;-110.78162;0
-1.22317;-111.0589;0
-1.39325;-110.63043;0
-1.39825;-110.61845;0
-1.44981;-110.59498;0
-1.24172;-112.1659;0
-1.05871;-112.1292;0
-1.03825;-112.17163;0
-0.94844;-112.22766;0
-0.9507;-112.22133;0
-1.68516;-110.28515;0
-1.71346;-110.02196;0
-1.67759;-110.13033;0
0.04531;-104.39889;0
0.0388;-104.40035;0
0.03179;-104.40182;0
0.00513;-104.40314;0
-0.0012;-104.40344;0
-0.02257;-104.40742;0
0.08771;-104.60953;0
0.0826;-104.61021;0
0.07622;-104.61159;0
0.06677;-104.61371;0
0.13362;-104.41519;0
0.12782;-104.46657;0
0.12599;-104.48259;0
0.11401;-104.53291;0
0.11093;-104.54238;0
0.46747;-105.51995;0
-0.00806;-107.78835;0
-0.01108;-107.81266;0
-0.8891;-109.58846;0
-1.00582;-110.78518;0
-0.99288;-110.78173;0
-1.28948;-111.77247;0
-1.57167;-112.04133;0
-1.39352;-110.64792;0
-1.39641;-110.62244;0
-1.40682;-110.61026;0
-1.44484;-113.92922;0
-1.43089;-113.92133;0
-1.38783;-113.9047;0
-1.37955;-113.90291;0
-0.98177;-113.49338;0
-0.94917;-113.48911;0
-1.00827;-112.24267;0
-1.00061;-112.25292;0
-0.99644;-112.26102;0
-0.9933;-112.27225;0
-0.94519;-112.23784;0
-0.94723;-112.23449;0
-1.63558;-110.40962;0
-1.68387;-110.40467;0
-1.6914;-110.40247;0
-2.02332;-108.88967;0
-2.04419;-108.88197;0
-2.05022;-108.8798;0
-1.84964;-108.76089;0
-1.85842;-108.74561;0
-1.86654;-108.73161;0
-1.68011;-110.12414;0
0.19501;-104.526;0
0.22292;-104.57919;0
0.02317;-104.40204;0
-0.02762;-104.40951;0
0.05967;-104.61563;0
0.04963;-104.61745;0
0.02485;-104.62269;0
0.1101;-104.661;0
0.14395;-104.39639;0
0.14058;-104.40189;0
0.13123;-104.42316;0
0.12494;-104.48834;0
0.30472;-106.24197;0
0.31476;-106.26373;0
0.31605;-106.27341;0
0.32046;-106.29421;0
0.48111;-105.9847;0
-0.01136;-107.73119;0
-0.00605;-107.75964;0
-0.83327;-109.58835;0
-1.02173;-110.8289;0
-1.41267;-111.57354;0
-1.41267;-111.57354;0
-1.40609;-111.80378;0
-1.31685;-111.77905;0
-1.56838;-111.93836;0
-1.43616;-113.92435;0
-1.42368;-113.91799;0
-1.01974;-113.1508;0
-0.96815;-113.49154;0
-1.01975;-112.22668;0
-1.01347;-112.23551;0
-0.95196;-112.17667;0
-0.95532;-112.1681;0
-1.66535;-110.40812;0
-1.69152;-110.27565;0
-1.97639;-108.85196;0
-2.01588;-108.89425;0
-1.85496;-108.75121;0
0.18322;-104.49737;0
0.22668;-104.5853;0
0.23026;-104.59162;0
-0.1347;-104.49113;0
0.13623;-104.40893;0
0.12327;-104.49606;0
0.31122;-106.25325;0
0.4616;-106.00888;0
0.4834;-106.02654;0
-0.03859;-107.67319;0
-0.01784;-107.70532;0
-0.00583;-107.77643;0
0.09116;-107.92439;0
0.0872;-107.94332;0
0.0832;-107.98855;0
-1.36047;-111.77919;0
-1.32915;-111.78026;0
-1.50248;-112.07309;0
-1.08437;-112.99541;0
-1.40072;-113.9084;0
-1.39347;-113.90642;0
-1.10009;-113.6039;0
-1.05343;-113.59498;0
-1.0691;-113.17266;0
-1.05205;-113.16593;0
-1.03922;-112.19676;0
-1.03047;-112.20992;0
-1.02562;-112.21645;0
-0.97916;-112.29476;0
-0.97209;-112.30282;0
-0.96559;-112.30991;0
-0.95289;-112.18879;0
-1.64219;-110.40866;0
0.1797;-104.48962;0
0.19147;-104.51829;0
0.21478;-104.56434;0
0.0142;-104.40253;0
-0.13066;-104.47734;0
0.09674;-104.60809;0
0.48434;-105.86675;0
0.31784;-106.2823;0
0.46057;-105.96835;0
0.48769;-105.98945;0
0.4956;-105.99591;0
0.11062;-107.90864;0
0.10477;-107.84215;0
0.0981;-107.88868;0
0.08503;-107.96033;0
-1.21162;-111.05135;0
-1.01883;-113.59143;0
-1.07814;-113.17906;0
-1.06215;-113.16885;0
-1.02916;-113.15545;0
-1.02368;-113.5045;0
-0.98405;-112.28739;0
-0.95841;-112.31789;0
-0.94464;-112.33312;0
0.18852;-104.51004;0
-0.08744;-104.36744;0
-0.12044;-104.44804;0
-0.12479;-104.46152;0
-0.13682;-104.49753;0
0.02227;-104.62552;0
0.17879;-104.43756;0
0.18247;-104.44603;0
0.14386;-104.38619;0
0.43776;-105.9468;0
0.47334;-105.97947;0
-1.61178;-111.87157;0
-1.603;-111.88244;0
-1.59328;-111.89507;0
-1.55642;-112.878;0
-1.54852;-112.87427;0
-1.11858;-113.00699;0
-1.10685;-113.00226;0
-1.41074;-113.75094;0
-1.06845;-113.59812;0
-1.03626;-113.5923;0
-1.00959;-113.14572;0
-0.0912;-104.37633;0
-0.10303;-104.40322;0
-0.10697;-104.41232;0
0.38689;-105.40948;0
0.3972;-105.43039;0
-1.36432;-111.6182;0
-1.28302;-111.76814;0
-1.37657;-112.95566;0
-1.13454;-113.01435;0
-1.16031;-113.09539;0
-1.1398;-113.10793;0
-1.10582;-113.13136;0
-0.99552;-113.49598;0
-0.93659;-112.34114;0
-1.97703;-108.86109;0
-1.97691;-108.87181;0
-1.97717;-108.88509;0
-1.97874;-108.89544;0
-0.09921;-104.39462;0
0.13728;-104.32051;0
0.1567;-104.37724;0
0.39304;-105.42132;0
-1.49254;-112.84761;0
-1.48066;-112.84371;0
-1.14876;-113.10249;0
0.17653;-104.47967;0
0.4133;-105.45923;0
-1.02548;-111.03598;0
-1.49481;-112.08084;0
-1.58693;-111.9038;0
-1.53584;-112.86783;0
-1.38508;-112.96076;0
-1.39575;-113.7577;0
-1.37361;-113.76854;0
-1.12705;-113.117;0
0.13591;-104.3075;0
0.14917;-104.35948;0
0.17096;-104.41572;0
0.40148;-105.43997;0
0.42847;-105.48036;0
-0.99857;-110.57119;0
-0.97968;-111.07175;0
-1.62772;-111.84934;0
-1.38629;-113.76187;0
-1.32592;-113.79296;0
-1.11788;-113.12295;0
-1.70777;-110.26415;0
0.13742;-104.65558;0
0.07999;-104.66702;0
0.16339;-104.39391;0
0.16738;-104.40551;0
0.42016;-105.46965;0
-0.95956;-111.08928;0
-1.61913;-111.86192;0
-1.06178;-113.15694;0
-1.67563;-110.14562;0
-1.03708;-110.83521;0
-0.9986;-113.14456;0
0.10523;-107.73768;0
0.10697;-107.87788;0
-0.94656;-110.62639;0
-1.04715;-113.1635;0
-0.91841;-111.11844;0
-0.89933;-110.78573;0
-2.05846;-108.87867;0
0.10519;-107.83499;0
-0.01201;-107.83628;0
-1.46832;-112.84124;0
-1.63112;-110.40402;0
-1.57316;-112.04019;0
-0.96506;-112.15883;0
0.45576;-105.82275;0
-1.67238;-110.3009;0
-1.27276;-113.35696;0
0.25771;-104.64337;0
0.25557;-104.64644;0
0.33951;-105.46836;0
0.42647;-105.34326;0
-0.99162;-109.23745;0
-1.27255;-110.79137;0
-1.24906;-111.10073;0
-1.56287;-112.01324;0
-1.5586;-112.01605;0
-1.10162;-113.47885;0
-1.16383;-113.34555;0
-1.14853;-113.32464;0
-1.23142;-113.36764;0
-1.22971;-113.36634;0
-1.3214;-113.55496;0
-1.4652;-111.90806;0
-1.48029;-111.87725;0
0.2582;-104.64408;0
-1.42101;-102.81677;0
-1.42802;-102.82894;0
0.33961;-105.46912;0
-0.14068;-109.38181;0
-0.14073;-109.38567;0
-0.13952;-109.39227;0
-0.99941;-109.24617;0
-0.93814;-110.74968;0
-0.89865;-110.74027;0
-1.25502;-111.10002;0
-1.22725;-111.09002;0
-1.59516;-111.99625;0
-1.59422;-111.99596;0
-1.59407;-111.99411;0
-1.58012;-111.99546;0
-1.2717;-113.53842;0
-1.09616;-113.531;0
-1.13153;-113.31289;0
-1.24264;-113.29541;0
-1.31489;-113.5597;0
-1.4688;-111.90375;0
-1.37;-112.04642;0
0.13257;-104.40877;0
0.12068;-104.4097;0
-0.57532;-103.087;0
-1.37047;-102.82231;0
-1.4095;-102.81102;0
0.30735;-105.53393;0
0.33986;-105.47119;0
0.3391;-105.47207;0
0.43337;-105.40218;0
0.41286;-105.31472;0
0.46741;-105.23694;0
0.47417;-105.2501;0
0.12004;-108.31128;0
-0.14059;-109.38281;0
-0.14073;-109.38606;0
-0.70317;-109.79031;0
-0.66324;-109.79228;0
-1.25204;-111.10044;0
-1.33889;-111.68029;0
-1.58235;-111.99428;0
-1.57718;-111.99819;0
-1.34912;-113.56279;0
-1.34051;-113.55974;0
-1.03635;-113.48791;0
-1.09838;-113.47669;0
-1.1616;-113.34274;0
-1.28253;-113.39894;0
-1.23187;-113.2889;0
-1.2374;-113.36973;0
-1.23447;-113.36884;0
-1.23264;-113.36828;0
-1.32797;-113.55566;0
-1.46225;-111.91581;0
-1.47122;-111.89834;0
-1.48599;-111.87882;0
0.25692;-104.64574;0
0.25662;-104.64617;0
0.0638;-104.43242;0
-0.19323;-103.44225;0
-1.36581;-102.82305;0
-1.41393;-102.8122;0
0.10097;-105.28978;0
0.09818;-105.30467;0
0.30542;-105.51673;0
0.30778;-105.53662;0
0.30792;-105.53905;0
0.43724;-105.33795;0
0.40705;-105.27002;0
-1.08259;-110.62135;0
-1.6002;-111.99311;0
-1.58645;-111.99301;0
-1.57856;-111.99714;0
-1.57476;-111.99971;0
-1.57255;-112.00129;0
-1.33035;-111.68126;0
-1.31411;-111.67828;0
-1.30158;-111.63284;0
-1.07605;-113.52941;0
-1.05728;-113.50405;0
-1.04146;-113.49135;0
-1.11751;-113.49228;0
-1.10528;-113.48054;0
-1.23803;-113.29176;0
-1.25362;-113.37194;0
-1.46424;-111.91006;0
0.25842;-104.64463;0
0.25714;-104.64424;0
0.25695;-104.64522;0
0.1009;-104.41778;0
0.08772;-104.42412;0
0.05872;-104.4341;0
0.03871;-104.44068;0
-1.35969;-102.82362;0
0.3055;-105.50495;0
0.30719;-105.53115;0
0.3389;-105.47042;0
0.42498;-105.34418;0
0.42308;-105.34506;0
0.47551;-105.25321;0
-0.19174;-109.29899;0
-0.80972;-109.28217;0
-1.01313;-109.25645;0
-0.98269;-110.7669;0
-1.24402;-111.09974;0
-1.59656;-111.99523;0
-1.58939;-111.99193;0
-1.30347;-111.65843;0
-1.28003;-113.54071;0
-1.0638;-113.50135;0
-1.05502;-113.50119;0
-1.03465;-113.48587;0
-1.1202;-113.49261;0
-1.14507;-113.32253;0
-1.24977;-113.30681;0
-1.31844;-113.55705;0
-1.47253;-111.91608;0
-1.47884;-111.8773;0
-1.48358;-111.87914;0
-1.49964;-111.88132;0
-1.52669;-111.98638;0
0.26551;-104.69586;0
0.13986;-104.40879;0
0.11445;-104.41032;0
0.11058;-104.41248;0
0.03242;-104.44221;0
-1.41756;-102.81434;0
-1.42342;-102.82015;0
0.42089;-105.34409;0
0.46362;-105.22729;0
0.50089;-105.30193;0
0.12164;-108.33369;0
-0.17177;-109.33575;0
-0.6869;-109.79411;0
-0.6398;-109.80281;0
-1.23545;-111.09691;0
-1.36747;-111.65517;0
-1.53241;-111.92129;0
-1.61241;-111.98943;0
-1.5673;-112.00731;0
-1.56004;-112.01528;0
-1.29846;-113.547;0
-1.22736;-113.5216;0
-1.32315;-113.38445;0
-1.09844;-113.5462;0
-1.11322;-113.48633;0
-1.09516;-113.47304;0
-1.15291;-113.3302;0
-1.14162;-113.32012;0
-1.12952;-113.31133;0
-1.27806;-113.39545;0
-1.23437;-113.28954;0
-1.46999;-111.90128;0
-1.47277;-111.89517;0
-1.47481;-111.89002;0
-1.49737;-111.86631;0
-1.50997;-111.9129;0
-1.51161;-111.91834;0
-1.51183;-111.92424;0
-1.51888;-111.96076;0
-1.52875;-111.99395;0
0.10592;-104.41545;0
0.08281;-104.4257;0
0.0523;-104.43596;0
0.04366;-104.43884;0
0.01629;-104.4441;0
-0.01141;-104.45167;0
-1.40194;-102.81381;0
0.30529;-105.5122;0
0.30573;-105.52084;0
0.41885;-105.34304;0
0.45131;-105.19089;0
0.45476;-105.20099;0
0.48683;-105.28379;0
0.50394;-105.30665;0
-0.22192;-109.24802;0
-0.18885;-109.3003;0
-0.16438;-109.34876;0
-0.64919;-109.79818;0
-0.91395;-110.7482;0
-1.29251;-110.79152;0
-1.28459;-110.79122;0
-1.36935;-112.00645;0
-1.52481;-111.93091;0
-1.60425;-111.99253;0
-1.58444;-111.9939;0
-1.31722;-113.55406;0
-1.06163;-113.53035;0
-1.24989;-113.37263;0
-1.47278;-111.91113;0
-1.5073;-111.90704;0
-1.51635;-111.94673;0
0.25494;-104.66664;0
0.27382;-104.72032;0
0.14988;-104.40842;0
0.09614;-104.42025;0
0.07652;-104.42753;0
0.02465;-104.44345;0
-0.20815;-103.44663;0
-0.47;-103.41501;0
-1.37532;-102.82146;0
-1.38009;-102.82076;0
-1.4056;-102.81248;0
0.34985;-105.63289;0
0.35853;-105.64527;0
0.33852;-105.47104;0
0.34021;-105.48055;0
0.4351;-105.39714;0
0.4606;-105.21911;0
0.46473;-105.23211;0
0.47762;-105.25885;0
0.48929;-105.28859;0
0.48227;-108.46299;0
0.50299;-108.48973;0
-0.99759;-109.24483;0
-0.67148;-109.79331;0
-1.36158;-111.99962;0
-1.60859;-111.99034;0
-1.56476;-111.73295;0
-1.56461;-111.73391;0
-1.56388;-111.74779;0
-1.31052;-111.6739;0
-1.37015;-113.58134;0
-1.29338;-113.54542;0
-1.08055;-113.5637;0
-1.08077;-113.53004;0
-1.06593;-113.5303;0
-1.03236;-113.29322;0
-1.10915;-113.48354;0
-1.33122;-113.55336;0
-1.31187;-113.55969;0
-1.47262;-111.91849;0
-1.46686;-111.90587;0
0.27113;-104.71256;0
0.09205;-104.42213;0
-0.17615;-103.43862;0
-0.58016;-103.09031;0
-0.58275;-103.09423;0
0.10099;-105.29397;0
0.10027;-105.29748;0
0.30647;-105.49769;0
0.31381;-105.5544;0
0.34094;-105.47681;0
0.43395;-105.33979;0
0.41629;-105.33409;0
0.41553;-105.32626;0
0.48002;-105.2665;0
-0.71358;-109.79433;0
-1.29547;-111.81435;0
-1.3583;-111.99655;0
-1.55629;-111.89361;0
-1.30094;-111.62593;0
-1.37829;-113.60114;0
-1.37153;-113.59776;0
-1.31975;-113.58411;0
-1.30373;-113.54923;0
-1.22019;-113.52054;0
-1.32577;-113.25958;0
-1.30887;-113.37683;0
-1.03841;-113.48952;0
-1.02933;-113.48199;0
-1.13392;-113.3134;0
-1.24018;-113.29304;0
-1.47527;-111.91452;0
-1.52064;-111.96774;0
0.26142;-104.6804;0
-0.23452;-103.38848;0
-0.24189;-103.40278;0
-0.25357;-103.43242;0
-0.18298;-103.44055;0
-0.21586;-103.44848;0
-0.41651;-103.38986;0
-0.59057;-103.10858;0
-1.34122;-102.83869;0
-1.35614;-102.82548;0
0.30632;-105.4914;0
0.31639;-105.56084;0
0.32021;-105.57225;0
0.34393;-105.62205;0
0.47281;-105.24788;0
0.48191;-105.27084;0
0.48401;-105.27765;0
-0.97497;-110.76353;0
-0.92869;-110.74814;0
-1.30368;-113.57893;0
-1.30992;-113.55292;0
-1.25959;-113.34853;0
-1.13928;-113.58328;0
-1.13266;-113.58052;0
-1.17523;-113.5879;0
-1.14254;-113.60304;0
-1.12983;-113.60902;0
-1.09186;-113.54792;0
-1.02607;-113.29728;0
-1.02762;-113.25058;0
-1.26076;-113.36946;0
-1.47565;-111.90942;0
-1.4881;-111.87845;0
-1.50445;-111.89532;0
-1.5139;-111.93367;0
-1.52378;-111.97772;0
-1.53236;-112.00288;0
0.25514;-104.64755;0
0.25825;-104.67256;0
-0.20016;-103.44433;0
-1.34866;-102.83337;0
-0.82705;-109.24303;0
-1.386;-111.64031;0
-1.386;-111.64031;0
-1.31655;-111.81543;0
-1.28263;-111.81365;0
-1.54306;-111.70443;0
-1.56523;-111.71387;0
-1.56224;-111.75544;0
-1.30684;-111.66747;0
-1.62559;-113.27071;0
-1.28882;-113.54383;0
-1.26676;-113.35332;0
-1.11481;-113.57277;0
-1.07035;-113.56214;0
-1.07014;-113.52981;0
-1.25345;-113.31467;0
-1.47202;-111.92804;0
-1.36539;-112.04969;0
0.32439;-105.58314;0
0.42169;-105.31143;0
0.43747;-105.34508;0
0.44649;-105.35895;0
0.45862;-105.21285;0
0.12064;-108.32313;0
0.14343;-108.3699;0
0.17863;-108.49081;0
0.18537;-108.50643;0
0.1998;-108.54077;0
-0.84585;-109.64783;0
-1.60523;-113.26408;0
-1.57162;-113.25398;0
-1.35087;-113.59264;0
-1.3639;-113.57227;0
-1.33108;-113.38311;0
-1.06134;-113.26621;0
-1.05439;-113.27465;0
-1.03862;-113.28867;0
0.26909;-104.70607;0
-0.24906;-103.42408;0
-0.18259;-103.44416;0
-0.36835;-103.35833;0
-0.38949;-103.37509;0
0.3377;-105.61134;0
0.43287;-105.40644;0
0.41628;-105.29648;0
0.43307;-105.33728;0
0.14636;-108.39271;0
-0.97122;-110.76079;0
-0.96045;-110.75731;0
-1.61306;-113.26661;0
-1.58432;-113.25946;0
-1.50751;-113.24697;0
-1.23995;-113.52393;0
-1.31633;-113.38039;0
-1.29182;-113.36818;0
-1.05831;-113.55999;0
-1.11932;-113.6146;0
-1.01692;-113.25868;0
-1.26721;-113.36723;0
-1.49868;-111.87754;0
-1.51806;-111.95431;0
0.26376;-104.68905;0
0.28281;-104.7457;0
0.00916;-104.44579;0
-0.37624;-103.36537;0
-0.39731;-103.37953;0
0.35428;-105.63949;0
-1.53998;-111.91234;0
-1.59426;-113.26245;0
-1.3549;-113.5657;0
-1.15567;-113.59702;0
-1.07784;-113.6407;0
-1.04482;-113.49463;0
-1.07587;-113.24021;0
-1.47091;-111.93799;0
-0.2274;-103.38;0
0.36442;-105.65466;0
0.4559;-105.37609;0
-1.54411;-111.69198;0
-1.54359;-111.69747;0
-1.54825;-113.24682;0
-1.53007;-113.2489;0
-1.36003;-113.59458;0
-1.31513;-113.26663;0
-1.27788;-113.29402;0
-1.25503;-113.30898;0
-1.14846;-113.58845;0
-1.09839;-113.62649;0
-1.27371;-113.38456;0
-1.26494;-113.35685;0
-1.54543;-112.02789;0
0.26939;-104.6616;0
