latitude;longitude;altitude
-1.24443;-112.78116;0
0.40423;-102.61352;0
0.25266;-102.80091;0
0.33865;-105.8671;0
-0.49053;-108.64645;0
-1.08034;-109.39171;0
-1.07484;-109.37898;0
-1.05791;-109.38537;0
-1.51432;-109.5649;0
-1.31811;-111.83299;0
-1.31364;-111.82828;0
-1.73159;-112.06342;0
-1.17019;-112.85483;0
-1.28375;-113.00341;0
-1.04012;-113.0735;0
-1.1565;-112.86582;0
-1.12338;-112.67432;0
-1.2593;-112.72729;0
-1.23655;-112.74088;0
-1.2353;-112.71868;0
0.25944;-102.92054;0
0.27749;-102.88858;0
0.25755;-102.80035;0
-1.41651;-111.90355;0
-1.26516;-111.8375;0
-1.31705;-113.01948;0
-1.21317;-112.99192;0
-1.24707;-113.04172;0
-1.23245;-113.03568;0
-1.15794;-112.8598;0
-1.15736;-112.68792;0
-1.24389;-112.77642;0
-1.24447;-112.77328;0
-1.23928;-112.74852;0
-1.23492;-112.72753;0
-1.32094;-113.08032;0
-1.30144;-113.05331;0
0.2612;-102.89049;0
0.31348;-102.79336;0
0.27262;-102.79972;0
0.35393;-102.73018;0
0.34157;-102.73634;0
0.33095;-102.74392;0
0.31499;-102.756;0
0.35337;-105.86694;0
-0.48829;-108.63176;0
-1.5162;-109.58177;0
-1.32306;-111.83857;0
-1.28112;-111.76279;0
-1.25789;-111.82418;0
-1.24303;-112.9971;0
-1.08112;-112.93025;0
-1.20016;-113.01819;0
-1.13581;-113.10787;0
-1.08256;-113.09136;0
-1.02908;-113.06885;0
-1.02459;-113.06792;0
-1.14183;-112.88562;0
-1.18579;-112.68012;0
-1.21866;-112.69819;0
-1.21466;-112.70806;0
-1.25136;-112.76161;0
-1.26013;-112.71223;0
-1.20306;-112.71593;0
-1.23509;-112.73151;0
-1.31095;-113.06448;0
0.2639;-102.91664;0
0.25464;-102.92395;0
0.2397;-102.93006;0
0.26494;-102.89002;0
0.41237;-102.6077;0
-0.83571;-108.78171;0
-1.55108;-110.66136;0
-1.52406;-110.68266;0
-1.26009;-111.48425;0
-1.26009;-111.48425;0
-1.3085;-111.80197;0
-1.45427;-111.91159;0
-1.28171;-111.79328;0
-1.28333;-111.74888;0
-1.28395;-111.74449;0
-1.25423;-111.82024;0
-1.24553;-111.80804;0
-1.63903;-113.16802;0
-1.32261;-113.02039;0
-1.29311;-113.00826;0
-1.23235;-112.99761;0
-1.261;-113.04953;0
-1.01241;-113.06727;0
-1.1519;-112.89968;0
-1.14759;-112.8968;0
-1.21679;-112.69787;0
-1.21592;-112.70552;0
-1.24589;-112.76354;0
-1.24694;-112.76045;0
-1.25946;-112.71963;0
-1.20137;-112.67597;0
-1.24051;-112.75318;0
0.24424;-102.92877;0
0.25506;-102.89101;0
0.22359;-102.91399;0
0.3717;-102.63683;0
0.34421;-102.7809;0
0.28389;-102.79764;0
0.21379;-102.82399;0
0.46988;-106.07483;0
-0.51511;-108.61352;0
-1.09112;-109.40695;0
-1.32801;-109.84873;0
-1.44523;-111.91056;0
-1.35226;-111.8732;0
-1.33144;-111.84967;0
-1.27857;-111.78024;0
-1.2869;-111.87719;0
-1.28133;-111.86253;0
-1.23791;-112.99694;0
-1.09343;-112.93911;0
-1.0677;-112.92188;0
-1.092;-113.0933;0
-1.0697;-113.0877;0
-1.01669;-113.06746;0
-1.14351;-112.89776;0
-1.259;-112.73393;0
-1.2019;-112.68273;0
-1.43902;-113.4843;0
0.28204;-102.88754;0
0.35829;-102.76942;0
0.27698;-102.79885;0
0.31477;-103.36345;0
0.30788;-103.36814;0
-1.46043;-109.53946;0
-1.44324;-109.55796;0
-1.32433;-109.75928;0
-1.33446;-111.8553;0
-1.74806;-112.06871;0
-1.28501;-111.87277;0
-1.25073;-111.81642;0
-1.31162;-113.01667;0
-1.19512;-112.98581;0
-1.14681;-112.96344;0
-1.07457;-112.92595;0
-1.25292;-113.04476;0
-1.14325;-113.11188;0
-1.23504;-112.72345;0
0.27371;-102.88868;0
0.39164;-102.62196;0
0.32515;-102.74833;0
-1.45487;-109.5466;0
-1.51518;-109.57534;0
-1.39494;-111.89845;0
-1.32704;-111.84383;0
-1.2805;-111.78771;0
-1.27893;-111.85662;0
-1.24163;-111.79898;0
-1.22354;-111.76166;0
-1.57668;-113.13407;0
-1.30476;-113.01292;0
-1.25018;-112.99815;0
-1.27713;-113.05668;0
-1.06134;-113.08442;0
-1.15961;-112.69386;0
-1.21059;-112.71981;0
-1.20369;-112.72344;0
-1.20238;-112.696;0
-1.20191;-112.68982;0
-1.19999;-112.65409;0
-1.24148;-112.75694;0
0.33735;-102.73819;0
0.49126;-108.49706;0
-0.81876;-108.80915;0
-1.12887;-109.45672;0
-1.29431;-111.8067;0
-1.38296;-111.89124;0
-1.34842;-111.87043;0
-1.27686;-111.85147;0
-1.24766;-111.81157;0
-1.23331;-111.77812;0
-1.21146;-111.75245;0
-1.60727;-113.14923;0
-1.42893;-112.95288;0
-1.38905;-112.93273;0
-1.20446;-112.87036;0
-1.1751;-112.85688;0
-1.16264;-112.85124;0
-1.15772;-112.84798;0
-1.29927;-113.01052;0
-1.13788;-112.96095;0
-1.10408;-112.94707;0
-1.11658;-113.10154;0
-1.07658;-113.08934;0
-1.1699;-112.91434;0
-1.15278;-112.68131;0
-1.21286;-112.69297;0
-1.20526;-112.7262;0
-1.20259;-112.70377;0
-1.23486;-112.71485;0
0.25163;-102.89115;0
0.39735;-102.61819;0
0.33129;-102.78662;0
0.19249;-102.84073;0
0.40668;-105.50804;0
0.41174;-105.52206;0
-1.35982;-111.87742;0
-1.28066;-111.73564;0
-1.56167;-113.12775;0
-1.19449;-112.86669;0
-1.21352;-113.0271;0
-1.17422;-112.91863;0
-1.13221;-112.64997;0
0.42025;-102.60321;0
0.32268;-102.79014;0
0.20141;-102.83382;0
0.41544;-105.52983;0
0.47092;-108.45771;0
-1.13494;-109.45648;0
-1.29566;-109.92794;0
-1.25928;-109.98208;0
-1.29104;-111.8813;0
-1.59604;-113.14295;0
-1.32561;-112.90312;0
-1.25551;-112.87917;0
-1.23558;-112.87723;0
-1.15423;-112.96625;0
-1.12087;-112.95484;0
-1.08727;-112.93475;0
-1.10356;-113.09753;0
-1.16158;-112.70231;0
-1.1458;-112.67173;0
0.37756;-102.63288;0
0.33798;-102.78372;0
0.29949;-103.37334;0
0.43497;-105.55494;0
-0.51788;-108.60165;0
-1.62848;-113.16302;0
-1.6165;-113.15515;0
-1.58468;-113.13754;0
-1.37994;-112.92896;0
-1.36524;-112.92213;0
-1.30829;-112.89695;0
-1.29313;-112.89233;0
-1.1825;-112.86114;0
-1.20647;-113.02254;0
-1.12504;-112.63734;0
-1.12506;-112.62434;0
-1.30238;-113.05534;0
0.29076;-102.79556;0
0.24606;-102.80152;0
0.50031;-108.50481;0
-1.19988;-111.74422;0
-1.41858;-112.94749;0
-1.26915;-112.88388;0
-1.24609;-112.87714;0
-1.2146;-112.87336;0
-1.05963;-112.91786;0
-1.26552;-113.05356;0
-1.1249;-112.66293;0
0.26662;-102.91124;0
0.38308;-102.62883;0
0.22473;-102.8164;0
0.18653;-102.8464;0
0.42432;-105.54122;0
-1.40067;-112.93787;0
-1.2589;-112.99828;0
-1.1844;-112.98021;0
-1.1639;-112.97033;0
-1.21781;-113.02931;0
-1.1569;-113.11928;0
-1.12505;-112.64762;0
-1.13101;-112.57897;0
-1.23113;-112.76162;0
-1.37305;-111.88356;0
-1.21868;-112.70044;0
-1.2705;-113.05743;0
-1.24018;-113.03878;0
-1.2905;-109.93793;0
-1.22013;-112.7729;0
-1.24382;-112.76412;0
0.49311;-106.07407;0
-1.12691;-112.61284;0
-1.1118;-112.95136;0
-1.12953;-112.60005;0
-1.18932;-111.73543;0
-1.23965;-110.00165;0
0.33752;-105.86593;0
-0.80326;-108.8267;0
-1.5444;-109.5592;0
-1.21052;-112.72675;0
0.40519;-105.56464;0
-1.32821;-113.01831;0
-0.56017;-108.63875;0
-1.52837;-109.60576;0
-1.53838;-113.19654;0
-1.55898;-113.18287;0
-1.61956;-113.19935;0
-1.52148;-113.39342;0
-1.6297;-113.20916;0
-1.62771;-113.201;0
-1.05095;-110.00217;0
-1.06506;-109.91836;0
-1.67911;-113.07409;0
0.47502;-108.60185;0
-1.51653;-113.39243;0
-1.1821;-109.7978;0
0.44972;-108.66676;0
-0.52168;-106.92475;0
-1.49115;-112.07197;0
-1.48903;-112.07375;0
-1.41545;-112.04723;0
-0.78955;-111.2079;0
-0.49528;-110.12266;0
-0.99978;-108.84186;0
-0.75338;-111.27102;0
-0.5543;-110.1177;0
-1.04129;-110.90823;0
-1.01215;-111.1372;0
-0.79556;-111.22008;0
-1.1442;-111.90472;0
-0.99908;-108.844;0
-0.79823;-111.2251;0
-1.50341;-112.09462;0
-0.5226;-106.91755;0
-0.71732;-110.13554;0
-1.4194;-112.23794;0
-0.98945;-111.33836;0
-0.74078;-111.21485;0
-1.58423;-112.1608;0
-0.75026;-111.26323;0
-1.29243;-112.08135;0
-1.23072;-112.90675;0
-0.79607;-111.21865;0
-0.96052;-111.63971;0
-1.48782;-112.08503;0
0.25863;-106.72018;0
0.05693;-105.92192;0
-1.21332;-110.80434;0
-1.32401;-110.96327;0
-1.78731;-111.96274;0
-1.37463;-111.96148;0
-0.00358;-105.99839;0
-1.58916;-111.69163;0
-1.00012;-111.63673;0
-1.23545;-111.85933;0
-1.24023;-111.89002;0
0.16299;-102.60449;0
0.07723;-106.02638;0
0.00974;-106.00767;0
-0.85992;-110.62899;0
-1.79228;-111.95968;0
-0.45555;-110.15581;0
-1.23363;-110.82134;0
-1.2375;-111.91026;0
-1.24516;-110.82708;0
-1.05797;-111.72758;0
-1.23937;-111.8961;0
0.46519;-108.3756;0
-0.12746;-109.33848;0
-1.2756;-111.67465;0
-1.24371;-111.90996;0
-1.62883;-110.45202;0
-1.64084;-110.437;0
0.43523;-108.36822;0
-1.39281;-111.96555;0
0.10197;-106.03722;0
-0.03968;-108.84846;0
-0.04405;-109.3929;0
0.41598;-108.34314;0
-1.0627;-111.73483;0
-16.3163;-82.60099;0
-16.65488;-82.79537;0
-16.55988;-82.83315;0
-1.23125;-105.82067;0
-1.51593;-108.79697;0
-16.65785;-82.79367;0
-16.65466;-82.79399;0
-16.37838;-82.85537;0
-16.37823;-82.85518;0
-16.30094;-82.62769;0
-1.53056;-102.30634;0
-1.14573;-104.50101;0
-16.32887;-82.61925;0
-16.35305;-82.93066;0
-16.29725;-83.30431;0
-16.18189;-83.61773;0
-16.25197;-83.83736;0
-16.31305;-83.29272;0
-16.31386;-83.28827;0
-0.98484;-104.27954;0
-1.15705;-104.55136;0
-1.64672;-108.58805;0
-16.29251;-83.30308;0
-16.1634;-83.59272;0
-16.19296;-83.61687;0
-16.1967;-83.84355;0
-1.56846;-108.77057;0
-1.62654;-108.66401;0
-16.36627;-82.86096;0
-1.06401;-104.4332;0
-1.06207;-104.45446;0
-1.56414;-108.7305;0
-1.62204;-108.67834;0
-1.62281;-108.67446;0
-1.48431;-108.71363;0
-1.65806;-108.5584;0
-16.24931;-83.841;0
-1.14116;-104.50131;0
-1.57414;-108.71101;0
-1.51187;-108.78898;0
-1.13418;-104.50055;0
-1.70619;-108.60674;0
-1.67529;-108.4992;0
-1.66361;-108.53003;0
-1.48819;-108.62786;0
-1.55196;-108.84582;0
-1.6577;-108.77551;0
-1.66399;-108.7619;0
-16.22847;-83.79727;0
-1.54496;-108.69017;0
-1.03436;-104.30588;0
0.38924;-105.56215;0
0.38674;-105.56467;0
0.38149;-106.0861;0
0.37784;-106.09175;0
-1.44671;-111.02757;0
0.35779;-105.59193;0
0.38135;-106.08853;0
0.37752;-106.09017;0
0.34963;-106.34916;0
0.35053;-106.35076;0
0.34324;-106.47679;0
-0.60264;-109.72136;0
0.35283;-106.09463;0
0.3806;-106.08294;0
0.37652;-106.09231;0
0.35163;-106.34742;0
0.35028;-106.34747;0
-1.26685;-110.90311;0
-1.27271;-110.89314;0
-0.69947;-111.39794;0
-1.28939;-113.44154;0
0.35347;-102.64464;0
0.35802;-105.5877;0
0.38002;-106.09396;0
0.37907;-106.08371;0
0.37796;-106.08351;0
0.37692;-106.08831;0
-0.4142;-108.16502;0
-0.61736;-109.73074;0
-1.46052;-111.05137;0
-0.89255;-113.44569;0
-1.24306;-113.02756;0
-1.34303;-113.43751;0
0.27728;-102.93703;0
0.30583;-102.6951;0
0.40739;-105.28573;0
-0.26744;-108.49496;0
-0.78058;-110.10963;0
-1.26782;-110.90271;0
-0.88635;-113.44433;0
-1.12348;-113.47361;0
-1.23472;-113.44994;0
0.31682;-102.68734;0
0.38108;-106.0819;0
0.3755;-106.09242;0
0.37953;-108.46046;0
-1.13325;-113.47753;0
-0.87953;-113.44223;0
-1.10479;-113.46044;0
0.35974;-102.63007;0
0.26257;-102.7397;0
0.41468;-105.28113;0
0.37307;-105.56517;0
0.35956;-106.09781;0
-1.06289;-113.46236;0
-1.2724;-113.43575;0
-1.2379;-113.44822;0
0.27132;-102.73051;0
0.25574;-102.74609;0
0.40022;-105.29066;0
0.35981;-106.49898;0
0.44398;-108.58719;0
-0.25827;-108.51379;0
-0.70129;-109.72792;0
-1.52541;-110.87012;0
-1.47584;-111.0126;0
-1.26267;-110.9021;0
-1.4275;-113.51495;0
-1.27297;-113.48663;0
-1.2595;-113.48305;0
-0.94125;-113.45504;0
0.3472;-106.48113;0
0.00553;-105.6848;0
-0.70375;-111.40415;0
-1.52763;-113.4899;0
-1.18683;-113.47744;0
-1.1682;-113.34639;0
0.35521;-106.49206;0
-1.26836;-110.89529;0
-1.26613;-113.4855;0
-1.12883;-113.4752;0
-0.97734;-113.45209;0
-1.09395;-113.11812;0
-1.08672;-113.09535;0
0.45412;-102.92364;0
-1.53021;-110.86493;0
-0.96322;-113.45298;0
-1.52192;-113.1149;0
-1.41054;-113.51182;0
-1.11861;-113.45855;0
-0.94717;-113.45534;0
0.28317;-108.25277;0
-1.55618;-113.12957;0
-1.34615;-113.4392;0
-1.281;-113.48788;0
-1.20429;-113.48029;0
-1.15266;-113.47789;0
-0.69576;-111.39209;0
-1.14311;-113.49179;0
-0.66495;-109.73965;0
-1.16885;-113.4754;0
-1.20673;-112.13097;0
0.00013;-109.4797;0
-1.17116;-112.70967;0
-1.39846;-112.03321;0
-1.29433;-111.9699;0
0.46133;-109.61273;0
-1.25181;-112.10578;0
-1.50282;-111.94111;0
-1.81086;-112.00986;0
0.48468;-106.35708;0
-0.6734;-110.09533;0
-1.16109;-113.31491;0
0.37001;-106.77783;0
-0.98348;-110.84641;0
-1.65093;-111.63625;0
-1.65578;-113.07882;0
-1.15926;-113.31248;0
-1.65647;-113.08213;0
-1.17523;-113.25713;0
0.2361;-106.11938;0
-1.65675;-111.62922;0
-1.2549;-113.1137;0
-1.16002;-113.29903;0
-1.17713;-113.25698;0
-1.10651;-113.31148;0
-1.29223;-104.7;0
-0.9956;-110.86065;0
-0.85786;-112.878;0
-1.39145;-111.47058;0
-1.07835;-113.44387;0
-0.23932;-105.21485;0
-0.76617;-112.87024;0
0.38865;-108.11785;0
-0.83927;-112.87508;0
-1.072;-113.43916;0
-0.81665;-110.68586;0
-0.7422;-112.86918;0
-0.79323;-110.37752;0
-1.56487;-111.64201;0
-0.18064;-109.35753;0
-1.62865;-112.96838;0
-0.44058;-104.5709;0
0.43679;-106.61826;0
-0.84911;-108.82725;0
-1.3679;-109.99738;0
-1.37955;-112.8184;0
0.21407;-105.70333;0
-1.12786;-109.37303;0
-1.63103;-111.4911;0
-0.98613;-112.61201;0
-1.36578;-111.72832;0
-0.84626;-108.82573;0
-1.42531;-111.75631;0
0.35815;-102.7583;0
-1.37336;-111.2112;0
-0.09678;-103.07722;0
0.13758;-105.45387;0
-1.41447;-111.76413;0
0.28965;-102.78231;0
-0.98506;-111.83972;0
-0.98755;-112.61847;0
-1.48986;-111.82891;0
0.13478;-105.45736;0
0.03511;-103.06035;0
0.26486;-108.05719;0
-1.40913;-112.93327;0
-1.61176;-109.40653;0
-0.70461;-110.26102;0
-0.72324;-111.22929;0
-0.94147;-113.06828;0
-0.93581;-113.06297;0
-1.00824;-111.35459;0
-0.92327;-111.77239;0
-0.88903;-113.02053;0
-0.90413;-111.6724;0
-0.98163;-112.9495;0
-0.96145;-113.00948;0
-1.15765;-113.24768;0
-1.22538;-113.30647;0
-1.26628;-110.72048;0
-1.00885;-112.98122;0
-0.97222;-112.93257;0
-1.11922;-113.14418;0
-0.92827;-113.05957;0
-1.36243;-113.44348;0
-1.39936;-113.46327;0
-1.32106;-113.47161;0
-1.36725;-113.5275;0
-1.30608;-110.71473;0
-0.9659;-110.99017;0
-0.89875;-111.27763;0
-0.85053;-111.23573;0
-0.71302;-111.15719;0
-1.13382;-112.98287;0
-1.11924;-113.14186;0
-1.34753;-113.48837;0
-0.42919;-107.17502;0
-0.88904;-111.26896;0
-0.82904;-111.4512;0
-1.47236;-112.10447;0
-1.16382;-113.16423;0
-1.33716;-113.48145;0
-1.11098;-112.98412;0
-1.01321;-112.98579;0
-0.96231;-112.91281;0
-1.16406;-113.25419;0
-1.15313;-113.2398;0
-1.23721;-113.31556;0
-1.35385;-113.49006;0
-0.44;-107.20982;0
-0.69429;-110.2654;0
-0.62849;-110.26617;0
-1.07726;-111.37262;0
-0.84843;-111.22869;0
-0.71516;-111.16899;0
-0.71241;-111.15108;0
-0.89032;-111.6418;0
-0.97643;-112.94018;0
-1.31489;-113.46708;0
-0.70136;-111.0918;0
-0.82008;-111.43458;0
-1.5005;-112.11469;0
-0.95325;-113.04489;0
-0.88623;-113.09709;0
-0.49774;-110.22869;0
-1.07107;-112.96815;0
-0.86805;-113.11089;0
-0.94687;-113.07147;0
-0.8973;-113.0264;0
-0.5035;-110.22756;0
-0.85667;-111.24865;0
-1.05453;-112.95871;0
-1.24256;-113.31053;0
-0.98797;-112.95915;0
-0.98286;-112.9986;0
-0.97939;-111.00345;0
-0.91509;-111.28873;0
-0.7421;-111.38364;0
-0.94909;-111.77682;0
-0.94639;-113.05228;0
-1.40163;-113.46432;0
-0.90603;-111.72528;0
-1.45845;-112.067;0
-0.9686;-113.00499;0
-0.93715;-111.77323;0
-0.81714;-111.59503;0
-1.36993;-113.52413;0
-0.77276;-111.43214;0
-1.18463;-110.52801;0
-1.19283;-110.52672;0
-1.29905;-111.89321;0
0.39229;-106.95518;0
-0.86664;-108.76132;0
-0.99787;-110.2201;0
-1.36962;-101.93528;0
-0.865;-108.764;0
-0.908;-110.24765;0
-1.46983;-101.99111;0
-1.511;-101.87075;0
-1.10543;-109.18386;0
-0.8164;-111.61796;0
-1.49427;-101.93599;0
-1.49826;-101.9545;0
-0.8873;-110.22673;0
-1.00027;-110.23084;0
-1.10378;-109.16664;0
-1.11373;-109.18394;0
-1.15908;-109.05203;0
-1.28272;-111.8878;0
0.37435;-106.97427;0
-1.3045;-111.85569;0
-1.52853;-101.97762;0
-1.40897;-102.42798;0
-1.43796;-102.46918;0
-0.82531;-108.87767;0
-0.93378;-110.24353;0
-1.15403;-109.06923;0
-1.77153;-111.84673;0
-2.14108;-111.94465;0
-1.54776;-111.80661;0
-1.42088;-101.82106;0
-0.8177;-108.77436;0
-1.54106;-101.96561;0
-1.10453;-109.17266;0
-2.13123;-111.93068;0
-1.34482;-102.47992;0
-0.82703;-111.60122;0
-2.14659;-111.9523;0
-0.58139;-110.33062;0
-1.2194;-109.05892;0
-1.79131;-111.86395;0
-1.76692;-101.97627;0
-1.29935;-109.51967;0
-1.16913;-113.01461;0
-1.71113;-101.97468;0
-1.54004;-109.46752;0
-1.6916;-112.10603;0
-1.0891;-113.0202;0
-1.11621;-109.47627;0
0.17705;-108.14033;0
-1.7031;-112.10856;0
0.35203;-108.49022;0
-1.35355;-113.1205;0
-1.22533;-113.10101;0
-1.15241;-112.95583;0
-1.79706;-101.90064;0
-1.24728;-113.11298;0
-1.51101;-110.24265;0
-1.03298;-110.13228;0
0.26171;-103.19573;0
0.218;-105.97308;0
-1.35338;-111.9366;0
-1.3924;-111.98223;0
-1.29695;-111.95072;0
0.22434;-105.85762;0
-0.97195;-110.73611;0
-1.30078;-111.7625;0
-1.29779;-111.94738;0
0.1953;-105.90596;0
-0.8096;-110.35688;0
-0.96291;-110.7345;0
-1.18876;-111.81688;0
0.21991;-102.80584;0
-0.45088;-110.1076;0
0.36343;-102.62608;0
-0.10695;-109.32678;0
-1.17793;-111.8201;0
-1.24305;-111.87531;0
-1.30922;-111.7776;0
-1.27765;-112.75188;0
-1.32171;-111.90813;0
-1.40944;-111.99193;0
0.49854;-108.53629;0
-0.96746;-111.66352;0
-1.30456;-111.76855;0
-0.0206;-108.89287;0
-1.44634;-111.75815;0
-1.16192;-109.53414;0
0.11081;-104.30927;0
-0.42375;-107.9415;0
-1.29173;-111.96391;0
-1.42228;-111.75433;0
-1.07633;-111.87771;0
0.38602;-106.04443;0
-1.33852;-112.10962;0
0.25695;-103.58168;0
0.0354;-103.5431;0
0.1046;-104.32628;0
-1.06221;-111.93309;0
0.45005;-108.55731;0
-1.09466;-112.00102;0
-1.5263;-109.81626;0
-1.34303;-112.92593;0
-1.45667;-111.79172;0
-1.34022;-109.84009;0
-1.48503;-110.0288;0
-1.50008;-110.00526;0
0.46692;-104.46096;0
-0.0186;-107.77887;0
-16.6066;-82.94293;0
-16.61023;-82.94681;0
-16.6113;-82.94658;0
-16.41645;-82.55465;0
-16.41811;-82.55152;0
-16.4901;-82.50618;0
-16.31189;-82.49289;0
-16.30945;-82.50893;0
-16.37426;-82.34942;0
-16.37437;-82.34976;0
-16.36279;-82.29731;0
-16.50099;-82.48841;0
-1.11905;-110.04216;0
-1.11928;-110.04281;0
-1.45168;-113.01919;0
-1.45165;-113.01804;0
-1.45465;-113.04856;0
-1.21214;-113.14669;0
-1.21195;-113.14747;0
-1.21039;-113.14799;0
-16.60605;-82.94111;0
-16.60708;-82.94398;0
-16.6091;-82.94549;0
-16.60984;-82.94589;0
-16.44813;-82.80131;0
-16.44989;-82.80173;0
-16.45043;-82.80208;0
-16.41714;-82.5555;0
-16.41803;-82.5535;0
-16.41711;-82.54937;0
-16.31028;-82.49204;0
-16.31134;-82.49247;0
-16.31152;-82.49453;0
-16.31003;-82.50353;0
-16.30976;-82.50661;0
-16.31001;-82.51931;0
-16.37339;-82.3515;0
-16.37249;-82.35404;0
-16.36623;-82.29462;0
-16.36354;-82.29528;0
-16.36124;-82.29804;0
-16.36021;-82.29814;0
-16.50093;-82.48751;0
-16.5034;-82.48942;0
-16.67621;-82.94617;0
-16.67475;-83.10833;0
-16.67577;-83.10843;0
-0.3479;-108.21846;0
-0.34625;-108.22111;0
-0.34325;-108.22483;0
-0.3382;-108.22345;0
-0.3381;-108.22349;0
-0.99404;-109.17921;0
-0.97978;-109.39307;0
-1.18956;-110.46636;0
-1.12524;-113.04062;0
-1.11156;-113.02884;0
-1.10974;-113.02337;0
-1.45446;-113.02235;0
-1.45463;-113.02289;0
-1.45629;-113.04502;0
-1.28576;-112.86278;0
-1.28095;-112.8504;0
-1.2811;-112.84966;0
-1.32492;-113.02181;0
-1.21297;-113.14648;0
-1.21105;-113.14799;0
-16.60638;-82.94208;0
-16.60823;-82.94504;0
-16.61095;-82.94707;0
-16.44662;-82.79998;0
-16.45092;-82.80151;0
-16.41332;-82.54976;0
-16.41822;-82.55257;0
-16.31029;-82.48659;0
-16.30941;-82.48951;0
-16.3078;-82.48968;0
-16.30727;-82.49067;0
-16.30816;-82.49128;0
-16.31085;-82.49646;0
-16.30991;-82.50186;0
-16.3096;-82.51063;0
-16.30893;-82.51453;0
-16.37421;-82.35027;0
-16.3732;-82.35594;0
-16.37344;-82.35668;0
-16.3715;-82.3577;0
-16.38527;-82.28902;0
-16.36277;-82.29624;0
-16.35907;-82.29787;0
-16.35703;-82.29834;0
-16.40652;-82.30142;0
-16.40395;-82.30383;0
-16.681;-83.10557;0
-0.01321;-108.47282;0
-0.34574;-108.22564;0
-0.34079;-108.22228;0
-1.02921;-109.19659;0
-0.98047;-109.39508;0
-1.11631;-110.04533;0
-1.18307;-110.47091;0
-0.83691;-111.38996;0
-1.11983;-113.03821;0
-1.11427;-113.03171;0
-1.11443;-113.03173;0
-1.45214;-113.01887;0
-1.45331;-113.01952;0
-1.28155;-112.8484;0
-1.28218;-112.84673;0
-1.28193;-112.84456;0
-16.41553;-82.55257;0
-16.31031;-82.48841;0
-16.31011;-82.4992;0
-16.31004;-82.50483;0
-16.30911;-82.513;0
-16.37281;-82.35294;0
-16.36874;-82.29372;0
-16.3551;-82.29884;0
-16.42484;-82.2915;0
-16.41833;-82.29393;0
-16.41305;-82.29557;0
-16.40896;-82.2993;0
-16.40538;-82.30273;0
-16.66428;-82.93878;0
-16.66812;-82.941;0
-16.671;-82.94255;0
-16.6737;-82.94418;0
-16.67862;-82.94805;0
-16.67304;-83.10796;0
-16.6775;-83.10805;0
-16.67914;-83.10728;0
-16.68197;-83.10426;0
-1.01631;-109.19464;0
-0.99443;-109.18082;0
-0.98106;-109.40067;0
-1.18538;-110.46839;0
-1.0983;-110.87775;0
-1.15257;-113.0598;0
-1.11412;-113.03203;0
-1.11075;-113.02116;0
-1.11491;-113.01551;0
-1.06554;-113.0267;0
-1.03727;-113.00121;0
-0.84423;-112.97461;0
-0.83721;-112.97076;0
-1.12734;-113.05435;0
-1.44613;-113.01757;0
-1.45652;-113.03675;0
-1.36359;-112.83441;0
-1.2817;-112.85346;0
-1.28184;-112.84131;0
-1.32071;-112.99051;0
-1.32345;-112.99282;0
-16.38973;-82.28838;0
-16.38179;-82.28944;0
-16.37163;-82.29243;0
-16.42142;-82.29347;0
-16.41526;-82.29461;0
-16.41038;-82.29747;0
-16.50232;-82.48907;0
-16.60648;-82.89539;0
-16.64578;-82.93176;0
-16.65293;-82.93431;0
-16.65656;-82.93528;0
-0.97459;-109.38818;0
-1.11287;-109.58583;0
-1.3201;-109.7616;0
-1.1249;-110.03878;0
-0.90245;-111.39263;0
-0.90294;-111.37091;0
-0.90341;-111.36786;0
-0.83565;-111.38453;0
-0.83643;-111.37981;0
-1.45759;-113.56614;0
-1.45284;-113.56427;0
-1.16831;-113.06538;0
-1.1471;-113.04974;0
-1.14012;-113.04308;0
-1.15512;-113.05738;0
-1.12808;-113.04151;0
-1.12257;-113.03919;0
-1.11031;-113.02557;0
-1.11211;-113.01938;0
-1.10969;-112.89229;0
-1.04686;-113.01326;0
-1.03937;-113.00436;0
-0.86449;-112.9861;0
-0.84111;-112.97305;0
-1.13008;-113.05205;0
-1.11921;-113.0582;0
-1.11226;-113.05896;0
-1.43851;-113.01793;0
-1.44958;-113.01854;0
-1.45524;-113.03202;0
-1.36948;-112.82098;0
-1.37811;-112.80042;0
-1.3803;-112.79587;0
-1.38111;-112.79118;0
-1.33536;-113.01051;0
-1.32362;-112.99741;0
-1.32173;-112.99422;0
-1.32539;-113.02135;0
-16.44619;-82.7965;0
-16.39397;-82.28855;0
-16.37682;-82.29136;0
-16.60193;-82.8795;0
-16.60292;-82.88494;0
-16.63387;-82.9233;0
-16.66044;-82.93657;0
-16.67023;-83.10664;0
-0.00405;-108.37533;0
-0.3471;-108.21914;0
-1.00101;-109.19347;0
-0.96574;-109.36907;0
-1.15674;-109.57593;0
-0.84883;-110.42869;0
-1.08882;-110.87198;0
-1.06022;-111.12394;0
-1.06022;-111.12394;0
-0.9038;-111.36253;0
-0.90423;-111.35768;0
-0.8361;-111.38768;0
-0.83328;-111.36182;0
-0.83174;-111.34282;0
-1.43774;-113.5589;0
-1.16148;-113.05979;0
-1.14291;-113.04664;0
-1.1585;-113.05421;0
-1.15155;-113.05784;0
-1.14955;-113.05281;0
-1.06937;-113.0274;0
-1.06136;-113.02482;0
-0.86069;-112.98386;0
